"Well","Sample","Target","Concentration","CopiesPer20uLWell","AcceptedDroplets","Positives","Negatives","sample_characters","control_check","sample_name_check15","accepted_droplet_limit2","accepted_droplet_count2","ntc_control_check3","pos_control_check4","pos_control_breakdown","negvalue_control_check55","ext_neg_control_check6","sample_wells_positives7","sample_wells_negatives75","sample_pos_limit_flag9","plate_name"
"F04","23ZZ260408I","FLUB",0,0,16478,0,16478,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F04","23ZZ260408I","RSV",0,0,16478,0,16478,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F04","23ZZ260408I","SC2",0.305380344,6.107606888,16478,4,16474,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F05","23ZZ260408I","FLUA",0,0,15679,0,15679,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F05","23ZZ260408I","FLUB",0,0,15679,0,15679,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F05","23ZZ260408I","RSV",0,0,15679,0,15679,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F05","23ZZ260408I","SC2",0.40119341,8.023868561,15679,5,15674,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F06","23ZZ260408I","FLUA",0,0,16602,0,16602,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F06","23ZZ260408I","FLUB",0,0,16602,0,16602,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F06","23ZZ260408I","RSV",0,0,16602,0,16602,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F06","23ZZ260408I","SC2",0,0,16602,0,16602,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G01","26JJ260412I","FLUA",0,0,16143,0,16143,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G01","26JJ260412I","FLUB",0,0,16143,0,16143,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G01","26JJ260412I","RSV",0,0,16143,0,16143,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G01","26JJ260412I","SC2",0.077922359,1.558447123,16143,1,16142,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G02","26JJ260412I","FLUA",0,0,16354,0,16354,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G02","26JJ260412I","FLUB",0,0,16354,0,16354,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G02","26JJ260412I","RSV",0,0,16354,0,16354,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G02","26JJ260412I","SC2",0.076916963,1.538339257,16354,1,16353,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G03","26JJ260412I","FLUA",0,0,16042,0,16042,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G03","26JJ260412I","FLUB",0,0,16042,0,16042,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G03","26JJ260412I","RSV",0.156830817,3.13661623,16042,2,16040,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G03","26JJ260412I","SC2",0,0,16042,0,16042,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G04","23ZZ260410I","FLUA",0.078208208,1.564164162,16084,1,16083,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G04","23ZZ260410I","FLUB",0,0,16084,0,16084,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G04","23ZZ260410I","RSV",0,0,16084,0,16084,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G04","23ZZ260410I","SC2",0.078208208,1.564164162,16084,1,16083,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G05","23ZZ260410I","FLUA",0,0,16502,0,16502,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G05","23ZZ260410I","FLUB",0,0,16502,0,16502,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G05","23ZZ260410I","RSV",0,0,16502,0,16502,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G05","23ZZ260410I","SC2",0.152458832,3.049176693,16502,2,16500,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G06","23ZZ260410I","FLUA",0.070304982,1.406099677,17892,1,17891,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G06","23ZZ260410I","FLUB",0,0,17892,0,17892,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G06","23ZZ260410I","RSV",0.070304982,1.406099677,17892,1,17891,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G06","23ZZ260410I","SC2",0.070304982,1.406099677,17892,1,17891,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H01","26LL260408I","FLUA",0,0,15426,0,15426,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H01","26LL260408I","FLUB",0,0,15426,0,15426,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H01","26LL260408I","RSV",0,0,15426,0,15426,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H01","26LL260408I","SC2",0.081544302,1.630886078,15426,1,15425,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H02","26LL260408I","FLUA",0,0,16450,0,16450,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H02","26LL260408I","FLUB",0,0,16450,0,16450,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H02","26LL260408I","RSV",0,0,16450,0,16450,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H02","26LL260408I","SC2",0.076468073,1.529361486,16450,1,16449,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H03","26LL260408I","FLUA",0,0,16580,0,16580,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H03","26LL260408I","FLUB",0,0,16580,0,16580,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H03","26LL260408I","RSV",0.075868487,1.517369747,16580,1,16579,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H03","26LL260408I","SC2",0.075868487,1.517369747,16580,1,16579,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H04","26HH260409I","FLUA",0,0,16144,0,16144,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H04","26HH260409I","FLUB",0,0,16144,0,16144,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H04","26HH260409I","RSV",0,0,16144,0,16144,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H04","26HH260409I","SC2",0.077917524,1.558350444,16144,1,16143,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H05","26HH260409I","FLUA",0,0,16055,0,16055,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H05","26HH260409I","FLUB",0.15670383,3.134076595,16055,2,16053,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H05","26HH260409I","RSV",0,0,16055,0,16055,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H05","26HH260409I","SC2",0.15670383,3.134076595,16055,2,16053,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H06","26HH260409I","FLUA",0,0,17210,0,17210,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H06","26HH260409I","FLUB",0,0,17210,0,17210,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H06","26HH260409I","RSV",0.07309112,1.461822391,17210,1,17209,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H06","26HH260409I","SC2",0.146186486,2.923729658,17210,2,17208,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
